id,date,lang,interaction_type,field_domain,raw_words,prabowo_words,non_prabowo_words,in_domestic_sample,in_intl_sample,saya,kami,kita,I,me,my,we,us,our,saya_per1k,kami_per1k,kita_per1k,I_per1k,we_per1k,event
024,2024-11-18,English,Ceremonial / policy address,International diplomacy and strategic partnership,425,425,0,False,False,0,0,0,7,0,3,13,4,7,0.0,0.0,0.0,23.53,56.47,"Sesi Pertama Konferensi Tingkat Tinggi (KTT) G20, 18 November 2024"
025,2024-11-19,English,Ceremonial / policy address,International diplomacy and strategic partnership,559,559,0,False,False,0,0,0,2,0,0,30,3,10,0.0,0.0,0.0,3.58,76.92,"Sesi Ketiga Konferensi Tingkat Tinggi (KTT) G20, 19 November 2024"
026,2024-11-21,Bahasa Indonesia,Press statement / media Q&A,"Economy, investment, and business",448,381,67,False,False,17,0,14,0,0,0,0,0,0,44.62,0.0,36.75,0.0,0.0,usai Menghadiri CEO Roundtable Forum
027,2024-11-23,Bahasa Indonesia,Diplomatic exchange / joint statement,International diplomacy and strategic partnership,437,437,0,False,False,16,20,6,0,0,0,0,0,0,36.61,45.77,13.73,0.0,0.0,"Pertemuan Bilateral Presiden RI dengan Presiden Uni Emirat Arab di Qasr Al Want, Abu Dhabi, 23 November"
028,2024-11-28,Bahasa Indonesia,Presidential address,Education and human-capital development,1800,1800,0,True,False,63,17,66,0,0,0,0,0,0,35.0,9.44,36.67,0.0,0.0,Puncak Peringatan Hari Guru Nasional Tahun 2024
029,2024-11-29,Bahasa Indonesia,Presidential address,"Economy, investment, and business",1875,1875,0,True,False,67,1,65,0,0,0,0,0,0,35.73,0.53,34.67,0.0,0.0,Pertemuan Tahunan Bank Indonesia 2024
030,2024-11-29,Bahasa Indonesia,Presidential address,Cabinet and executive governance,363,363,0,False,False,7,2,10,0,0,0,0,0,0,19.28,5.51,27.55,0.0,0.0,terkait Pengumuman Kenaikan Upah Minimum Nasional Tahun 2025
031,2024-12-02,Bahasa Indonesia,Cabinet/executive briefing,Cabinet and executive governance,1218,1218,0,False,False,46,0,49,0,0,0,0,0,0,37.77,0.0,40.23,0.0,0.0,Sidang Kabinet Paripurna
032,2024-12-03,English,Presidential address,International diplomacy and strategic partnership,319,319,0,False,False,0,0,0,16,0,8,4,5,4,0.0,0.0,0.0,75.24,40.75,US-ASEAN Business Council (US-ABC)
033,2024-12-04,Bahasa Indonesia,Ceremonial / policy address,"Religious, cultural, and social solidarity",3627,3627,0,True,False,130,1,120,0,0,0,0,0,0,35.84,0.28,33.09,0.0,0.0,Pembukaan Sidang Tanwir dan Resepsi Milad ke-112 Muhammadiyah
034,2024-12-10,English,Ceremonial / policy address,"Economy, investment, and business",631,631,0,False,True,0,0,0,10,1,3,15,3,8,0.0,0.0,0.0,22.19,41.2,Jamuan Makan Siang Bersama Japan Indonesia Association (JAPINDA) dan Japan Jakarta Club (JJC)
035,2024-12-10,Bahasa Indonesia,Ceremonial / policy address,Cabinet and executive governance,1772,1772,0,True,False,29,0,121,0,0,0,0,0,0,16.37,0.0,68.28,0.0,0.0,Penyerahan Secara Digital Daftar Isian Pelaksanaan Anggaran (DIPA) dan Buku Alokasi Transfer ke Daerah
036,2024-12-10,Bahasa Indonesia,Presidential address,"Economy, investment, and business",269,269,0,False,False,16,0,16,0,0,0,0,0,0,59.48,0.0,59.48,0.0,0.0,Rapat Koordinasi Pengendalian Inflasi Daerah
037,2024-12-10,Bahasa Indonesia,Press statement / media Q&A,"Religious, cultural, and social solidarity",283,216,67,False,False,7,0,8,0,0,0,0,0,0,32.41,0.0,37.04,0.0,0.0,terkait Pengunduran Diri Utusan Khusus Presiden Bidang Kerukunan Beragama dan Pembinaan Sarana Keagamaan
038,2024-12-11,Bahasa Indonesia,Ceremonial / policy address,"Infrastructure, energy, and natural resources",186,186,0,False,False,5,0,5,0,0,0,0,0,0,26.88,0.0,26.88,0.0,0.0,Peresmian Flyover Madukoro
039,2024-12-12,Bahasa Indonesia,Ceremonial / policy address,"Infrastructure, energy, and natural resources",713,713,0,False,False,8,0,25,0,0,0,0,0,0,11.22,0.0,35.06,0.0,0.0,Peresmian Terowongan Silaturahim Masjid Istiqlal-Gereja Katedral
040,2024-12-12,English,Press statement / media Q&A,"Religious, cultural, and social solidarity",244,183,61,False,False,0,0,0,3,0,0,4,0,2,0.0,0.0,0.0,16.39,32.79,the Inauguration of the Silaturahim Tunnel Connecting Istiqlal Mosque and Cathedral in Jakarta December
041,2024-12-12,Bahasa Indonesia,Press statement / media Q&A,"Infrastructure, energy, and natural resources",206,155,51,False,False,3,0,7,0,0,0,0,0,0,19.35,0.0,45.16,0.0,0.0,usai Peresmian Terowongan Silaturahim Masjid Istiqlal-Gereja Katedral
042,2024-12-16,Bahasa Indonesia,Cabinet/executive briefing,Cabinet and executive governance,161,161,0,False,False,4,0,1,0,0,0,0,0,0,24.84,0.0,6.21,0.0,0.0,Rapat Terbatas terkait Persiapan Natal 2024 dan Tahun Baru 2025
043,2024-12-17,Bahasa Indonesia,Presidential address,International diplomacy and strategic partnership,295,295,0,False,False,14,0,4,0,0,0,0,0,0,47.46,0.0,13.56,0.0,0.0,"sebelum Keberangkatan Kunjungan Kerja ke Kairo, Mesir"
044,2024-12-18,English,Diplomatic exchange / joint statement,International diplomacy and strategic partnership,689,689,0,False,True,0,0,0,5,2,3,28,1,8,0.0,0.0,0.0,14.51,53.7,"Bilateral Meeting with President of the Republic of Egypt during State Visit to Egypt, at the Al"
045,2024-12-18,English,Press statement / media Q&A,International diplomacy and strategic partnership,269,222,47,False,False,0,0,0,9,0,0,3,0,7,0.0,0.0,0.0,40.54,45.05,"Bilateral Meeting with Prime Minister of Pakistan at St. Regis Hotel New Capital, Cairo, Egypt, December"
046,2024-12-18,Bahasa Indonesia,Presidential address,Education and human-capital development,2395,2395,0,True,False,77,1,73,0,0,0,0,0,0,32.15,0.42,30.48,0.0,0.0,Pertemuan dengan Mahasiswa Indonesia di Universitas Al-Azhar Kairo
047,2024-12-18,English,Presidential address,Education and human-capital development,2452,2452,0,False,False,0,0,0,57,9,9,32,8,20,0.0,0.0,0.0,30.59,24.47,"the Meeting with Indonesian Students at Al-Azhar University, Cairo, at the Al-Azhar Convention Center"
048,2024-12-18,Bahasa Indonesia,Press statement / media Q&A,International diplomacy and strategic partnership,249,207,42,False,False,6,0,10,0,0,0,0,0,0,28.99,0.0,48.31,0.0,0.0,usai Pertemuan Bilateral dengan Perdana Menteri Pakistan
049,2024-12-18,Bahasa Indonesia,Diplomatic exchange / joint statement,International diplomacy and strategic partnership,721,721,0,False,False,6,34,15,0,0,0,0,0,0,8.32,47.16,20.8,0.0,0.0,usai Pertemuan Bilateral Presiden RI dan Presiden Republik Arab Mesir dalam Kunjungan Kenegaraan
050,2024-12-19,English,Ceremonial / policy address,International diplomacy and strategic partnership,656,656,0,False,True,0,0,0,2,0,0,25,11,11,0.0,0.0,0.0,3.05,71.65,"D-8 Summit at the Presidential Palace, New Administrative Capital, Cairo, Egypt, December 19, 2024"
051,2024-12-19,English,Ceremonial / policy address,International diplomacy and strategic partnership,656,656,0,False,False,0,0,0,2,0,0,25,11,11,0.0,0.0,0.0,3.05,71.65,Konferensi Tingkat Tinggi (KTT) D-8
052,2024-12-19,English,Ceremonial / policy address,International diplomacy and strategic partnership,371,371,0,False,False,0,0,0,7,0,1,24,8,4,0.0,0.0,0.0,21.56,97.04,Sesi Khusus Konferensi Tingkat Tinggi (KTT) D-8
053,2024-12-19,English,Ceremonial / policy address,International diplomacy and strategic partnership,371,371,0,False,False,0,0,0,7,0,1,24,8,4,0.0,0.0,0.0,21.56,97.04,"the Special Session of D-8 Summit at the Presidential Palace, New Administrative Capital, Cairo, Egypt"
054,2024-12-25,English,Public greeting / condolence,"Religious, cultural, and social solidarity",105,105,0,False,False,0,0,0,3,0,1,0,3,0,0.0,0.0,0.0,38.1,28.57,"Christmas 2024 and New Year 2025, in Hambalang, Bogor Regency, West Java Province, December 25, 2024"
055,2024-12-25,Bahasa Indonesia,Public greeting / condolence,"Religious, cultural, and social solidarity",106,106,0,False,False,2,0,3,0,0,0,0,0,0,18.87,0.0,28.3,0.0,0.0,Hari Raya Natal 2024 dan Tahun Baru 2025
056,2024-12-28,Bahasa Indonesia,Presidential address,"Religious, cultural, and social solidarity",1649,1649,0,True,False,59,7,56,0,0,0,0,0,0,35.78,4.24,33.96,0.0,0.0,Perayaan Natal Nasional Tahun 2024
057,2024-12-30,Bahasa Indonesia,Presidential address,"Economy, investment, and business",2443,2443,0,True,False,73,1,119,0,0,0,0,0,0,29.88,0.41,48.71,0.0,0.0,Musyawarah Perencanaan Pembangunan Nasional (Musrenbangnas) RPJMN Tahun 2025-2029
058,2024-12-31,Bahasa Indonesia,Presidential address,Cabinet and executive governance,775,775,0,False,False,17,0,8,0,0,0,0,0,0,21.94,0.0,10.32,0.0,0.0,terkait Pengumuman Kenaikan PPN 12 Persen Berlaku Hanya untuk Barang dan Jasa Mewah
059,2025-01-15,Bahasa Indonesia,Press statement / media Q&A,International diplomacy and strategic partnership,398,393,5,False,False,10,13,3,0,0,0,0,0,0,25.45,33.08,7.63,0.0,0.0,Kunjungan Resmi Perdana Menteri Jepang Ishiba Shigeru
060,2025-01-17,Bahasa Indonesia,Presidential address,"Economy, investment, and business",1156,1156,0,False,False,52,0,43,0,0,0,0,0,0,44.98,0.0,37.2,0.0,0.0,Musyawarah Nasional Konsolidasi Persatuan Kadin Indonesia
061,2025-01-17,Bahasa Indonesia,Press statement / media Q&A,"Economy, investment, and business",136,90,46,False,False,1,0,5,0,0,0,0,0,0,11.11,0.0,55.56,0.0,0.0,pada Musyawarah Nasional Konsolidasi Persatuan Kadin Indonesia
062,2025-01-23,Bahasa Indonesia,Ceremonial / policy address,"Infrastructure, energy, and natural resources",948,948,0,False,False,33,0,47,0,0,0,0,0,0,34.81,0.0,49.58,0.0,0.0,Peresmian Proyek Strategis Ketenagalistrikan di 18 Provinsi
063,2025-01-23,Bahasa Indonesia,Cabinet/executive briefing,Cabinet and executive governance,1960,1960,0,True,False,59,0,95,0,0,0,0,0,0,30.1,0.0,48.47,0.0,0.0,Sidang Kabinet Paripurna
064,2025-01-23,Bahasa Indonesia,Press statement / media Q&A,"Infrastructure, energy, and natural resources",723,662,61,False,False,29,2,33,0,0,0,0,0,0,43.81,3.02,49.85,0.0,0.0,usai Peresmian Proyek Strategis Ketenagalistrikan di 18 Provinsi
065,2025-01-24,Bahasa Indonesia,Presidential address,International diplomacy and strategic partnership,528,528,0,False,False,15,0,14,0,0,0,0,0,0,28.41,0.0,26.52,0.0,0.0,"sebelum Keberangkatan Kunjungan Kerja ke New Delhi, India"
066,2025-02-10,Bahasa Indonesia,Presidential address,"Religious, cultural, and social solidarity",315,315,0,False,False,7,0,5,0,0,0,0,0,0,22.22,0.0,15.87,0.0,0.0,Hari Pers Nasional Ke-79 tahun 2025 dari Presiden Prabowo Subianto
067,2025-02-10,Bahasa Indonesia,Presidential address,"Defence, security, law, and public order",561,561,0,False,False,11,1,14,0,0,0,0,0,0,19.61,1.78,24.96,0.0,0.0,Komandan Satuan TNI
068,2025-02-10,Bahasa Indonesia,Presidential address,"Religious, cultural, and social solidarity",1493,1493,0,False,False,78,16,18,0,0,0,0,0,0,52.24,10.72,12.06,0.0,0.0,Peringatan Hari Lahir ke-102 Nahdlatul Ulama
069,2025-02-10,Bahasa Indonesia,Presidential address,"Defence, security, law, and public order",284,284,0,False,False,5,0,9,0,0,0,0,0,0,17.61,0.0,31.69,0.0,0.0,Sidang Perdana Dewan Pertahanan Nasional
070,2025-02-10,Bahasa Indonesia,Public greeting / condolence,"Religious, cultural, and social solidarity",135,135,0,False,False,2,0,6,0,0,0,0,0,0,14.81,0.0,44.44,0.0,0.0,Tahun Baru Imlek 2576
071,2025-02-18,Bahasa Indonesia,Presidential address,"Economy, investment, and business",1079,1079,0,False,False,7,0,49,0,0,0,0,0,0,6.49,0.0,45.41,0.0,0.0,tentang Penetapan PP Nomor 8 Tahun 2025 yang Mengatur Kewajiban Penyimpanan Devisa Hasil Ekspor SDA di
072,2025-02-27,Bahasa Indonesia,Ceremonial / policy address,"Economy, investment, and business",1104,1104,0,False,False,19,0,46,0,0,0,0,0,0,17.21,0.0,41.67,0.0,0.0,"Peresmian Layanan Bank Emas Pegadaian dan Bank Syariah Indonesia Di The Gade Tower, Jakarta"
073,2025-02-28,Bahasa Indonesia,Presidential address,"Religious, cultural, and social solidarity",319,319,0,False,False,8,0,8,0,0,0,0,0,0,25.08,0.0,25.08,0.0,0.0,Jelang Ramadan 1446 H
074,2025-03-08,English,Presidential address,"Economy, investment, and business",1155,1155,0,False,True,0,0,0,19,1,7,17,2,4,0.0,0.0,0.0,23.38,19.91,Pertemuan dengan Investor Global Ray Dalio
075,2025-03-11,Bahasa Indonesia,Presidential address,"Economy, investment, and business",402,402,0,False,False,6,0,11,0,0,0,0,0,0,14.93,0.0,27.36,0.0,0.0,Mengenai Bonus Hari Raya kepada Pengemudi Online
076,2025-03-11,Bahasa Indonesia,Presidential address,International diplomacy and strategic partnership,591,591,0,False,False,9,0,38,0,0,0,0,0,0,15.23,0.0,64.3,0.0,0.0,Sekretaris Jenderal Partai Komunis Viet Nam
077,2025-03-12,Bahasa Indonesia,Presidential address,Cabinet and executive governance,373,373,0,False,False,4,0,4,0,0,0,0,0,0,10.72,0.0,10.72,0.0,0.0,"Mengenai THR dan Gaji 13 Bagi ASN, PPPK, Hakim, TNI Polri, dan Pensiunan Tahun 2025"
078,2025-03-18,Bahasa Indonesia,Ceremonial / policy address,"Economy, investment, and business",1051,1051,0,False,False,19,2,41,0,0,0,0,0,0,18.08,1.9,39.01,0.0,0.0,"Peresmian Pabrik Pemurnian Logam Mulia PT Freeport Indonesia, Gresik"
079,2025-03-18,Bahasa Indonesia,Press statement / media Q&A,"Economy, investment, and business",110,99,11,False,False,1,0,10,0,0,0,0,0,0,10.1,0.0,101.01,0.0,0.0,"Setelah Peresmian Pabrik Pemurnian Logam Mulia PT Freeport Indonesia, Gresik"
080,2025-03-21,Bahasa Indonesia,Ceremonial / policy address,"Economy, investment, and business",1053,1053,0,False,False,20,1,43,0,0,0,0,0,0,18.99,0.95,40.84,0.0,0.0,Peresmian Kawasan Ekonomi Khusus (KEK) Industropolis Batang
081,2025-03-21,Bahasa Indonesia,Press statement / media Q&A,"Economy, investment, and business",251,225,26,False,False,6,0,21,0,0,0,0,0,0,26.67,0.0,93.33,0.0,0.0,Setelah Peresmian Kawasan Ekonomi Khusus (KEK) Industropolis Batang
082,2025-03-25,Bahasa Indonesia,Cabinet/executive briefing,Cabinet and executive governance,2285,2285,0,True,False,54,3,104,0,0,0,0,0,0,23.63,1.31,45.51,0.0,0.0,Sidang Kabinet Paripurna Mengenai Persiapan Menjelang Hari Raya Idulfitri 1446 H
083,2025-03-26,Bahasa Indonesia,Presidential address,"Economy, investment, and business",371,371,0,False,False,1,0,8,0,0,0,0,0,0,2.7,0.0,21.56,0.0,0.0,Presiden New Development Bank (NDB)
084,2025-03-26,Bahasa Indonesia,Press statement / media Q&A,"Sport, youth, and national morale",98,59,39,False,False,2,0,8,0,0,0,0,0,0,33.9,0.0,135.59,0.0,0.0,Setelah Menyaksikan Secara Langsung Pertandingan Antara Timnas Sepak Bola Indonesia dan Timnas Sepak
085,2025-04-04,Bahasa Indonesia,Press statement / media Q&A,"Religious, cultural, and social solidarity",60,55,5,False,False,6,0,2,0,0,0,0,0,0,109.09,0.0,36.36,0.0,0.0,Setelah Melayat Mendiang Uskup Emeritus Keuskupan Agung Kupang Monsinyur (Mgr) Petrus Turang di Gereja
086,2025-04-09,Bahasa Indonesia,Presidential address,International diplomacy and strategic partnership,744,744,0,False,False,28,7,11,0,0,0,0,0,0,37.63,9.41,14.78,0.0,0.0,Menjelang Keberangkatan ke Timur Tengah dan Turkiye
087,2025-04-09,Bahasa Indonesia,Press statement / media Q&A,International diplomacy and strategic partnership,106,77,29,False,False,3,0,6,0,0,0,0,0,0,38.96,0.0,77.92,0.0,0.0,Sebelum Keberangkatan Menuju Bandar Udara Presidential Flight Abu Dhabi
088,2025-04-11,Bahasa Indonesia,Presidential address,International diplomacy and strategic partnership,652,652,0,False,False,25,13,23,0,0,0,0,0,0,38.34,19.94,35.28,0.0,0.0,Presiden Republik Turkiye
089,2025-04-11,Bahasa Indonesia,Presidential address,International diplomacy and strategic partnership,57,57,0,False,False,6,0,2,0,0,0,0,0,0,105.26,0.0,35.09,0.0,0.0,Sebelum Bertolak Menuju Antalya
090,2025-04-15,Bahasa Indonesia,Press statement / media Q&A,International diplomacy and strategic partnership,182,120,62,False,False,1,0,14,0,0,0,0,0,0,8.33,0.0,116.67,0.0,0.0,"Setelah Pertemuan dengan Raja Abdullah II, Amman, Yordania Senin, 14 April 2025"
091,2025-04-22,Bahasa Indonesia,Presidential address,"Religious, cultural, and social solidarity",122,122,0,False,False,1,0,2,0,0,0,0,0,0,8.2,0.0,16.39,0.0,0.0,Wafatnya Sri Paus Fransiskus
092,2025-04-23,Bahasa Indonesia,Presidential address,"Food security, agriculture, and rural development",2723,2723,0,True,False,55,0,135,0,0,0,0,0,0,20.2,0.0,49.58,0.0,0.0,Peluncuran Gerakan Indonesia Menanam (Gerina)
